store_id,store,zip,price_date,source_name,source_url,price_type,eggs,milk,bread,chicken_lb,avocados_lb,bananas_lb,tomatoes_lb,strawberries_lb,collard_greens_bunch,notes
711951,EAST HARLEM GROCERY,10029,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
622421,EL PUEBLO MEXICANO GROCERY,10029,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
757970,GROCERY GUATEMAYA,10029,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
746541,ISABELLAS GROCERY,10029,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
623301,L&O GROCERY,10029,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
628087,LA COSTENITA GROCERY,10029,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
726762,LA PALOMA CANDY & GROCERY,10029,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
759836,LAITH GROCERY,10029,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
625508,NYC GREEN VALLEY GROCERY,10029,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
759169,PAMELA GROCERY STORE,10029,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
623839,URBANO SPANISH AMERICAN GROCERY,10029,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
625775,DOMINGO'S GROCERY,10030,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
624042,LM GROCERY,10030,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
763220,3478 GROCERY,10031,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
764072,600 BROADWAY GROCERY,10031,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
627088,91 CATHERINE GROCERY,10031,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
626825,ANT SOLUTIONS GROCERY,10031,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
756527,K.M. 144 GROCERY,10031,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
621480,MANUELS GROCERY,10031,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
749835,PUEBLO MAGICO GROCERY 2,10031,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
757798,SABA GROCERY,10031,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
752031,1 IN THE MIDDLE GROCERY,10032,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
759146,160 GROCERY,10032,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
731838,5 STAR CANDY & GROCERY,10032,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
728569,A.L. BROADWAY GROCERY,10032,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
628832,ARCHIE GROCERY,10032,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
721344,FENIX GROCERY,10032,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
743240,HUDSON CANDY AND GROCERY,10032,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
717468,LINDO AMANECER GROCERY,10032,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
707071,MDK GROCERY,10032,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
721378,MERCADITO GROCERY,10032,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
702696,186 GROCERY,10033,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
760110,CALL SANTO DOMINGO GROCERY,10033,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
730309,CHANNEL GROCERY,10033,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
732091,DANS SUPERMARKET,10033,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
627178,ELIZABETHS GROCERY STORE,10033,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
726050,EMILY GROCERY,10033,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
760400,GREEN LAND GROCERY,10033,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
744776,GUZMAN GROCERY STORE,10033,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
621969,JH GROCERY,10033,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
728949,LINDO DESPERTAR GROCERY 06/01/17,10033,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
737593,QMART GROCERY,10033,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
738740,SANTO DOMINGO GROCERY,10033,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
736721,SUPERDURO SUPERMARKET,10033,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
620147,129 POST GROCERY STORE,10034,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
759798,224 NAGLE GROCERY,10034,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
734403,CJP SUPERMARKET,10034,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
628153,DAN SUPERMARKET 2,10034,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
752971,EL MARLENE GROCERY,10034,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
735093,INWOOD PARK GROCERY,10034,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
710567,LA FAMILIA MINI GROCERY,10034,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
728748,LUNA GROCERY,10034,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
721748,251 LA BODEGUITA GROCERY,10035,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
758968,AB TWINS GROCERY,10035,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
626890,AXEL GROCERY,10035,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
726296,LA FORTA LEZA CANDY & GROCERY,10035,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
730427,OUR COMMUNITY GROCERY,10035,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
750956,THIRD AVE GROCERY STORE,10035,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
728172,NASSAU GROCERY,10038,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
749049,POLO GROUND FOOD GROCERY,10039,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
761061,SAHARA GROCERY AND CONVENIENCE,10039,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
628630,1630A NEW YORK GROCERY,10040,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
763973,DYCKMAN GROCERY & CANDY,10040,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
723399,E AND G GROCERY CORP,10040,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
747720,EL TESORO GROCERY,10040,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
627547,LATINO GROCERY & CANDY,10040,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
620571,MI ESFUERZO GROCERY,10040,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
760613,MI LUPITA GROCERY,10040,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
627792,ST NICK CANDY GROCERY,10040,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
622188,XCELLENTE SUPERMARKET,10040,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
620172,809 LEX GROCERY,10065,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
730820,ALPER GROCERY,10301,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
641126,ANUJEE GROCERY,10301,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
640923,LA QUEBRADITA GROCERY,10301,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
641615,NEW LANKA GROCERY,10301,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
717198,TEJADA GROCERY STORE,10301,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
729604,D&A GROCERY,10302,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
704147,EZ GROCERY STORE,10302,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
640615,MEXICO SUPERMARKET,10302,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
730485,POST CANDY & GROCERY,10302,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
641270,H&H FOOD&GROCERY,10303,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
718797,SUNNY MORNING STAR GROCERY,10303,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
711817,OSGOOD GROCERY,10304,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
719079,STOP 1 & TARGEE SUPERMARKET,10304,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
761509,ASIAN YANG SUPERMARKET,10305,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
733497,MARKET FRESH SUPERMARKET,10305,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
766201,ADAM GROCERY & SNACKS,10306,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
641234,JAYRIP GROCERY,10306,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
755285,NEW HL SUPERMARKET,10306,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
738002,SEGUINE BEVERAGE & GROCERY 1,10309,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
760121,LOS SISO GROCERY,10310,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
708609,J&J ISLAND GROCERY,10314,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
760464,BROTHERS GROCERY & CONVENIENCE,10451,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
759068,CAZARES GROCERY,10451,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
702401,FANE GROCERY,10451,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
750779,MAXX GROCERY MARKET,10451,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
758170,NEW STOP GROCERY,10451,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
603826,NOBOA GROCERY,10451,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
604821,1296 RIVERA GROCERY,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
604311,1359 OGDEN GROCERY,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
741991,170TH STREET GROCERY,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
608702,180 PENA GROCERY,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
765782,82 GROCERY CANDY,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
708895,ANTILLANA & METRO SUPERMARKET,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
759461,BUCKMART GROCERY,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
759439,CRUNCH & MUNCH GROCERY,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
710759,ESPERANZA GROCERY,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
708020,FEATHERBED LANE GROCERY,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
753841,HIGHBRIDGE GROCERY,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
601241,J&A FRUIT&GROCERY CNTR,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
746838,JOBU GROCERY,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
708115,LA MEXICANA FRUIT AND GROCERY,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
744973,LA MILAGROSA GROCERY,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
732003,LA PRESUMIDA GROCERY,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
607815,MARINS GROCERY & CANDY,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
604848,NAGUABO GROCERY,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
705781,ROYAL ONE STOP SUPERMARKET,10452,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
732717,ADRIAN GROCERY STORE,10453,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
725378,AMOR SUPERMARKET,10453,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
609226,BONOFUL GROCERY,10453,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
735651,DONA JUANA GROCERY STORE,10453,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
752967,ELA POSTRES GROCERY,10453,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
757964,JEROME AVE DOLLAR DISCOUNT & GROCERY,10453,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
603138,JOSELYN GROCERY,10453,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
719769,JULIAN GROCERY,10453,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
763102,LA GRAND GROCERY,10453,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
724012,LC GROCERY STORE,10453,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
600774,SANTIAGO GROCERY,10453,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
757825,TU PODEROSA GROCERY STORE,10453,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
748857,VIDANIA GROCERY STORE,10453,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
752066,362 GROCERY,10454,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
605801,383 CAPELLAN GROCERY,10454,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
608493,548 CANDY GROCERY,10454,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
718305,DON JOSE MEXICANS GROCERY,10454,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
746806,EL PUEBLO MEXICANO FRUIT & GROCERY,10454,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
608247,MEXICANS GROCERY,10454,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
760453,MOODY GROCERY,10454,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
749523,MOTT HAVEN GROCERY,10454,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
759721,RAMIREZ GROCERY,10454,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
747695,TELLO GROCERY,10454,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
761416,10 DAYS GROCERY,10455,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
603058,520 EAST GROCERY,10455,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
733306,549 GROCERY,10455,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
744441,ADEN GROCERY,10455,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
740227,D MI MUNECA GROCERY,10455,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
751608,EL CATRIN MEXICAN GROCERY,10455,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
608983,REAL SUPERMARKET,10455,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
600350,RODRIGUEZ GROCERY,10455,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
760386,WALES AVE GROCERY,10455,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
740372,WILLYS GROCERY STORE,10455,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
753685,166 GOURMET GROCERY,10456,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
715201,735 SUPERMARKET,10456,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
606275,ABREUS GROCERY,10456,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
752103,ALI-AMIN SUPERMARKET,10456,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
728448,AYLIN GROCERY STORE,10456,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
607508,COMPARE SUPERMARKET,10456,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
607045,DORKA GROCERY STORE,10456,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
754277,FAMILY 2 CANDY AND GROCERY,10456,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
600314,FRANCIS GROCERY,10456,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
746463,FULTON AVE GROCERY,10456,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
731782,KADIJA SUPERMARKET,10456,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
725372,LOS MELLIZOS GROCERY STORE,10456,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
753149,NERYS GROCERY STORE,10456,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
749869,SWEET CANDY GROCERY,10456,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
725506,1798 LOS PRIMOS GROCERY,10457,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
724792,180 CANDY GROCERY TOBAC,10457,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
728438,ALI & SON CANDY & GROCERY,10457,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
600205,CARINO GROCERY,10457,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
741496,DARIEL GROCERY,10457,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
604323,EL KIOSCO GROCERY,10457,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
606619,FELINO GROCERY,10457,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
605119,FELOMAR GROCERY STORE,10457,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
751648,FOOD MARKET GROCERY STORE,10457,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
732046,LO TIGER GROCERY,10457,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
755907,N&L GROCERY STORE,10457,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
609245,OMALE NEW YORK GROCERY,10457,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
723673,VEGANO SUPERMARKET,10457,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
609135,3052 VALENTINE GROCERY,10458,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
733987,APPLE VALLEY SUPERMARKET,10458,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
609843,BRISKA GROCERY,10458,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
760341,DELY GROCERY METRO LOS REYES,10458,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
739679,ESTRELLA MEATS FRUITS & GROCERY,10458,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
601566,GONZALEZ GROCERY STORE,10458,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
601273,J&C GROCERY,10458,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
604052,LA BONITA GROCERY,10458,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
723207,LA ESTRELLITA MEXICAN GROCERY,10458,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
718851,LA TINFORA GROCERY,10458,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
604055,MERGIMTARI MEAT&GROCERY,10458,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
609373,MTR GROCERY,10458,,,,,,,,,,,,,,No chain circular match found. Add a manual source URL from this store's own ad/flyer.
